table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
organism-interaction-assertion,organismInteractionID,fk,Organism Interaction ID,An identifier for a dwc:OrganismInteraction.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-interaction-assertion,assertionID,pk,Assertion ID,An identifier for a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,dwc,,,,recommended,true,false
organism-interaction-assertion,verbatimAssertionType,,Verbatim Assertion Type,A string representing the type of dwc:Assertion as it appeared in the original record.,"This term is meant to allow the capture of an unaltered original name for a dwc:assertionType. This term is meant to be used in addition to dwc:assertionType, not instead of it.",`water_temp`; `Fish biomass`; `sampling net mesh size`,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionType,,Assertion Type,A category that best matches the nature of a dwc:Assertion.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tail length`; `temperature`; `trap line length`; `survey area`; `trap type`,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionTypeIRI,,Assertion Type (IRI),An IRI of a controlled vocabulary value for a type of dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
organism-interaction-assertion,assertionTypeSource,,Assertion Type Source,A reference to the controlled vocabulary in which the definition of a value in dwc:assertionType is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
organism-interaction-assertion,assertionMadeDate,,Assertion Made Date,A date on which a dwc:Assertion was created.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionEffectiveDate,,Assertion Effective Date,A date on which a state or measurement of a dwc:Assertion was deemed to first be in effect.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionValue,,Assertion Value,"An asserted value, if it is not numeric.",,,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionValueIRI,,Assertion Value (IRI),An IRI of the controlled vocabulary value for a value of a dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
organism-interaction-assertion,assertionValueSource,,Assertion Value Source,A reference to a controlled vocabulary in which the definition of a value in dwc:assertionValue is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
organism-interaction-assertion,assertionValueNumeric,,Assertion Value Numeric,"An asserted value, if it is numeric.",,,number,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionUnit,,Assertion Unit,Units associated with the value in dwc:assertionValue or dwc:assertionValueNumeric.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI. For units that are composed of multiple parts, use the patterns as given in ""A Primer for Communicating Mathematics via Plain Text"" (https://cse.sc.edu/~fenner/latex-ASCII.pdf) by Stephen Fenner (e.g., `g/cm^3` for grams per cubic centimeter). For other units, provide the value as a recognizable standard (e.g., '%') or written out in full and in the plural (e.g., `individuals`). It is fine to provide non-SI units in the original language of the dataset.",`m`; `s`; `g`; `ml`,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionUnitIRI,,Assertion Unit (IRI),An IRI of a controlled vocabulary value for the units of a dwc:AssertionValueNumeric.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
organism-interaction-assertion,assertionUnitSource,,Assertion Unit Source,A reference to a controlled vocabulary in which the definition of the value in dwc:assertionUnit is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
organism-interaction-assertion,assertionError,,Assertion Error,The description of the potential error associated with dwc:assertionValueNumeric.,,`0.01`; `normal distribution with variation of 2 m`,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionBy,,Assertion By,A list (concatenated and separated) of names of dcterms:Agents responsible for making a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionByID,fk,Assertion By ID,An identifier for a dcterms:Agent responsible for making a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwciri,,,,recommended,true,false
organism-interaction-assertion,assertionProtocols,,Assertion Protocols,"Names of, references to, or descriptions of dwc:Protocols used in making a dwc:Assertion.",,,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionProtocolID,fk,Assertion Protocol ID,An identifier for a dwc:Protocol used to make a dwc:Assertion.,,,string,default,false,false,,,dwciri,,,,recommended,true,false
organism-interaction-assertion,assertionReferences,,Assertion References,A list (concatenated and separated) of dcterms:BibliographicResources associated with a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-assertion,assertionRemarks,,Assertion Remarks,Comments or notes about a dwc:Assertion.,,,string,default,,,,,dwc,,,,recommended,true,false
organism-interaction-media,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-interaction-media,organismInteractionID,fk,Organism Interaction ID,An identifier for a dwc:OrganismInteraction.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-interaction-media,subjectCategory,,Subject Category,A category for the content of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dwc,,,,recommended,true,true
organism-interaction-media,subjectCategoryIRI,,Subject Category IRI,An IRI of a controlled vocabulary value for the subject category of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,true
organism-interaction-media,subjectCategorySource,,Subject Category Source,A reference to a controlled vocabulary in which the definition of a value in dwc:subjectCategory is given.,"The Audiovisual Core recommended vocabularies do not need to be cited here. There is no required linkage between individual Subject Category terms and the vocabulary; the mechanism is intended to support discovery of the normative URI for a term, but not guarantee it.",,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectCategorySource,http://rs.tdwg.org/ac/terms/version/subjectCategorySource-2020-01-27,Any vocabulary or formal classification from which terms in the Subject Category have been drawn.,recommended,false,true
organism-interaction-media,subjectPartLiteral,,Subject Part Literal,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectPart. It is best practice to use ac:subjectPart instead of ac:subjectPartLiteral whenever practical.,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectPartLiteral,http://rs.tdwg.org/ac/terms/version/subjectPartLiteral-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by a controlled value string.",recommended,false,true
organism-interaction-media,subjectPart,,Subject Part,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectPart,http://rs.tdwg.org/ac/terms/version/subjectPart-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by an IRI.",recommended,false,true
organism-interaction-media,subjectOrientationLiteral,,Subject Orientation Literal,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectOrientation. It is best practice to use ac:subjectOrientation instead of ac:subjectOrientationLiteral whenever practical.,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectOrientationLiteral,http://rs.tdwg.org/ac/terms/version/subjectOrientationLiteral-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by a controlled value string.",recommended,false,true
organism-interaction-media,subjectOrientation,,Subject Orientation,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectOrientation,http://rs.tdwg.org/ac/terms/version/subjectOrientation-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by an IRI.",recommended,false,true
organism-interaction-media,physicalSetting,,Physical Setting,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/physicalSetting,http://rs.tdwg.org/ac/terms/version/physicalSetting-2020-01-27,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",recommended,false,true
organism-interaction-reference,organismInteractionID,fk,Organism Interaction ID,An identifier for a dwc:OrganismInteraction.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-interaction-reference,referenceID,fk,Reference ID,An identifier for a dcterms:BibliographicResource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-interaction-reference,relationshipType,,Relationship Type,A relationship of a subject resource to a dcterms:BibliographicResource.,Recommended best practice is to use a controlled vocabulary.,`cited in`; `referenced`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipOfResource,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2023-06-28,The relationship of the subject (identified by dwc:resourceID) to the object (identified by dwc:relatedResourceID).,recommended,false,true
organism-reference,organismID,fk,Organism ID,An identifier for a dwc:Organism.,"Recommended best practice is to use a persistent, globally unique identifier.",,string,default,false,true,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,http://rs.tdwg.org/dwc/terms/version/organismID-2023-06-28,An identifier for the dwc:Organism instance (as opposed to a particular digital record of the dwc:Organism). May be a globally unique identifier or an identifier specific to the data set.,recommended,false,true
organism-reference,referenceID,fk,Reference ID,An identifier for a dcterms:BibliographicResource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
organism-reference,relationshipType,,Relationship Type,A relationship of a subject resource to a dcterms:BibliographicResource.,Recommended best practice is to use a controlled vocabulary.,`cited in`; `referenced`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipOfResource,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2023-06-28,The relationship of the subject (identified by dwc:resourceID) to the object (identified by dwc:relatedResourceID).,recommended,false,true
organism-relationship,organismRelationshipID,pk,Organism Relationship ID,An identifier for a dwc:ResourceRelationship.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,dwc,http://rs.tdwg.org/dwc/terms/resourceRelationshipID,http://rs.tdwg.org/dwc/terms/version/resourceRelationshipID-2023-06-28,"An identifier for an instance of relationship between one resource (the subject) and another (dwc:relatedResource, the object).",recommended,false,true
organism-relationship,subjectOrganismID,fk,Subject Organism ID,An identifier for the dwc:Organism that is the subject of a dwc:ResourceRelationship.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,http://rs.tdwg.org/dwc/terms/version/organismID-2023-06-28,An identifier for the dwc:Organism instance (as opposed to a particular digital record of the dwc:Organism). May be a globally unique identifier or an identifier specific to the data set.,recommended,false,true
organism-relationship,relationshipType,,Relationship Type,A relationship of a subject resource (identified by dwc:subjectOrganismID) to a related resource (identified by dwc:relatedOrganismID).,Recommended best practice is to use a controlled vocabulary.,`same as`; `duplicate of`; `mother of`; `offspring of`; `sibling of`; `parasite of`; `host of`; `valid synonym of`; `located within`; `pollinator of members of taxon`; `pollinated specific plant`; `pollinated by members of taxon`; `on slab with`,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipOfResource,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2023-06-28,The relationship of the subject (identified by dwc:resourceID) to the object (identified by dwc:relatedResourceID).,recommended,false,true
organism-relationship,relationshipTypeIRI,,Relationship Type IRI,An IRI of a controlled vocabulary value for the type of a dwc:ResourceRelationship.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,`http://purl.obolibrary.org/obo/RO_0002456` (for the relation pollinated by); `http://purl.obolibrary.org/obo/RO_0002455` (for the relation pollinates); `https://www.inaturalist.org/observation_fields/879` (for the relation eaten by),string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipOfResourceID,http://rs.tdwg.org/dwc/terms/version/relationshipOfResourceID-2023-06-28,An identifier for the relationship type (predicate) that connects the subject identified by dwc:resourceID to its object identified by dwc:relatedResourceID.,recommended,false,true
organism-relationship,relationshipTypeSource,,Relationship Type Source,A reference to a controlled vocabulary in which the definition of a value in dwc:relationshipType is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
organism-relationship,relatedOrganismID,fk,Related Organism ID,An identifier for the related dwc:Organism (the object) of a dwc:ResourceRelationship.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,http://rs.tdwg.org/dwc/terms/version/organismID-2023-06-28,An identifier for the dwc:Organism instance (as opposed to a particular digital record of the dwc:Organism). May be a globally unique identifier or an identifier specific to the data set.,recommended,false,true
organism-relationship,externalRelatedOrganismID,,External Related Organism ID,An identifier for the related dwc:Organism (the object) of a dwc:ResourceRelationship that is not within the same dataset.,Recommended best practice is to use a globally unique identifier.,,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,http://rs.tdwg.org/dwc/terms/version/organismID-2023-06-28,An identifier for the dwc:Organism instance (as opposed to a particular digital record of the dwc:Organism). May be a globally unique identifier or an identifier specific to the data set.,recommended,false,true
organism-relationship,externalRelatedOrganismSource,,External Related Organism Source,A reference to a source outside the dataset where the related dwc:Organism record can be found.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
organism-relationship,relationshipOrder,,Relationship Order,"A numerical position of a dwc:ResourceRelationship in a set of dwc:ResourceRelationships that have the same combination of dwc:organismID, dwc:relatedOrganismID, dwc:relationshipType, dwc:relationshipTypeIRI, and dwc:relationshipTypeSource.","One could use relationshipOrder to create an ordered list of authors for a Reference, for example. The first would have relationshipOrder=1, the second would have relationshipOrder=2.",,integer,default,,,1,,dwc,,,,recommended,true,true
organism-relationship,relationshipAccordingTo,,Relationship According To,A name of a dcterms:Agent responsible for asserting a dwc:ResourceRelationship.,,,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipAccordingTo,http://rs.tdwg.org/dwc/terms/version/relationshipAccordingTo-2018-09-06,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",recommended,false,true
organism-relationship,relationshipAccordingToID,fk,Relationship According To ID,An identifier for a dcterms:Agent responsible for asserting a dwc:ResourceRelationship.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwc,,,,recommended,true,true
organism-relationship,relationshipEstablishedDate,,Relationship Established Date,A date on which a dwc:ResourceRelationship was established.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/version/relationshipEstablishedDate-2025-06-12,The date-time on which the relationship between the two resources was established.,recommended,false,true
organism-relationship,relationshipRemarks,,Relationship Remarks,Comments or notes about a dwc:ResourceRelationship.,,,string,default,,,,,dwc,http://rs.tdwg.org/dwc/terms/relationshipRemarks,http://rs.tdwg.org/dwc/terms/version/relationshipRemarks-2023-06-28,Comments or notes about the relationship between the two resources.,recommended,false,true
phylogenetic-tree,phylogeneticTreeID,pk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,,,,,defer,false,true
phylogenetic-tree,phylogeneticTreeProtocol,,Phylogenetic Tree Protocol,A description of or reference to a dwc:Protocol used to make a dwc:PhylogeneticTree.,,,string,default,,,,,,,,,defer,false,true
phylogenetic-tree,phylogeneticTreeProtocolID,fk,Phylogenetic Tree Protocol ID,An identifier for a dwc:Protocol used to make a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,,,,,defer,false,true
phylogenetic-tree,phylogeneticTreeReference,,Phylogenetic Tree Reference,A dcterms:BibliographicResource in which a dwc:PhylogeneticTree is mentioned.,,,string,default,,,,,,,,,defer,false,true
phylogenetic-tree,phylogeneticTreeReferenceID,fk,Phylogenetic Tree Reference ID,An identifier for a dcterms:BibliographicResource in which a Phylogenetic Tree is presented.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,,,,,defer,false,true
phylogenetic-tree,phylogeneticTreeRemarks,,Phylogenetic Tree Remarks,Comments or notes about a dwc:PhylogeneticTree.,,,string,default,,,,,,,,,defer,false,true
phylogenetic-tree-assertion,phylogeneticTreeID,fk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-assertion,assertionID,pk,Assertion ID,An identifier for a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,verbatimAssertionType,,Verbatim Assertion Type,A string representing the type of dwc:Assertion as it appeared in the original record.,"This term is meant to allow the capture of an unaltered original name for a dwc:assertionType. This term is meant to be used in addition to dwc:assertionType, not instead of it.",`water_temp`; `Fish biomass`; `sampling net mesh size`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionType,,Assertion Type,A category that best matches the nature of a dwc:Assertion.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tail length`; `temperature`; `trap line length`; `survey area`; `trap type`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionTypeIRI,,Assertion Type (IRI),An IRI of a controlled vocabulary value for a type of dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
phylogenetic-tree-assertion,assertionTypeSource,,Assertion Type Source,A reference to the controlled vocabulary in which the definition of a value in dwc:assertionType is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
phylogenetic-tree-assertion,assertionMadeDate,,Assertion Made Date,A date on which a dwc:Assertion was created.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionEffectiveDate,,Assertion Effective Date,A date on which a state or measurement of a dwc:Assertion was deemed to first be in effect.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionValue,,Assertion Value,"An asserted value, if it is not numeric.",,,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionValueIRI,,Assertion Value (IRI),An IRI of the controlled vocabulary value for a value of a dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
phylogenetic-tree-assertion,assertionValueSource,,Assertion Value Source,A reference to a controlled vocabulary in which the definition of a value in dwc:assertionValue is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
phylogenetic-tree-assertion,assertionValueNumeric,,Assertion Value Numeric,"An asserted value, if it is numeric.",,,number,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionUnit,,Assertion Unit,Units associated with the value in dwc:assertionValue or dwc:assertionValueNumeric.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI. For units that are composed of multiple parts, use the patterns as given in ""A Primer for Communicating Mathematics via Plain Text"" (https://cse.sc.edu/~fenner/latex-ASCII.pdf) by Stephen Fenner (e.g., `g/cm^3` for grams per cubic centimeter). For other units, provide the value as a recognizable standard (e.g., '%') or written out in full and in the plural (e.g., `individuals`). It is fine to provide non-SI units in the original language of the dataset.",`m`; `s`; `g`; `ml`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionUnitIRI,,Assertion Unit (IRI),An IRI of a controlled vocabulary value for the units of a dwc:AssertionValueNumeric.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
phylogenetic-tree-assertion,assertionUnitSource,,Assertion Unit Source,A reference to a controlled vocabulary in which the definition of the value in dwc:assertionUnit is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
phylogenetic-tree-assertion,assertionError,,Assertion Error,The description of the potential error associated with dwc:assertionValueNumeric.,,`0.01`; `normal distribution with variation of 2 m`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionBy,,Assertion By,A list (concatenated and separated) of names of dcterms:Agents responsible for making a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionByID,fk,Assertion By ID,An identifier for a dcterms:Agent responsible for making a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwciri,,,,recommended,true,false
phylogenetic-tree-assertion,assertionProtocols,,Assertion Protocols,"Names of, references to, or descriptions of dwc:Protocols used in making a dwc:Assertion.",,,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionProtocolID,fk,Assertion Protocol ID,An identifier for a dwc:Protocol used to make a dwc:Assertion.,,,string,default,false,false,,,dwciri,,,,recommended,true,false
phylogenetic-tree-assertion,assertionReferences,,Assertion References,A list (concatenated and separated) of dcterms:BibliographicResources associated with a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-assertion,assertionRemarks,,Assertion Remarks,Comments or notes about a dwc:Assertion.,,,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-identifier,phylogeneticTreeID,fk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-identifier,identifier,,Identifier,An unambiguous reference to a resource within a given context.,Recommended best practice is to identify a resource by means of a string conforming to a formal identification system.,,string,default,false,true,,,,http://www.w3.org/2004/02/skos/core#notation,https://www.w3.org/TR/2009/REC-skos-reference-20090818/#notation,"A notation is a string of characters such as ""T58.5"" or ""303.4833"" used to uniquely identify a concept within the scope of a given concept scheme.",defer,false,true
phylogenetic-tree-identifier,identifierType,,Identifier Type,A category or system that best matches the nature of an identifier (skos:notation).,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,,http://purl.org/dc/elements/1.1/type,,The nature or genre of the resource.,defer,false,true
phylogenetic-tree-identifier,identifierTypeIRI,,Identifier Type IRI,An IRI of a controlled vocabulary value for a type of identifier.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,,http://purl.org/dc/terms/type,,The nature or genre of the resource.,defer,false,true
phylogenetic-tree-identifier,identifierTypeSource,,Identifier Type Source,A reference to a controlled vocabulary in which the definition of a value in dwc:identifierType is given.,,,string,default,,,,,,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,defer,false,true
phylogenetic-tree-identifier,identifierLanguage,,Identifier Language,A language in which an identifier is presented.,Recommended best practice is to use an ISO639-2 three-letter language code.,,string,default,,,,,,http://purl.org/dc/terms/language,,A language of the resource.,defer,false,true
phylogenetic-tree-media,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-media,phylogeneticTreeID,fk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-media,subjectCategory,,Subject Category,A category for the content of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,,,,,defer,false,true
phylogenetic-tree-media,subjectCategoryIRI,,Subject Category IRI,An IRI of a controlled vocabulary value for the subject category of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,,,,,defer,false,true
